1,1,1
1,1,1
1,1,1
4.5565e+05,3.7584e+06,1
4.643e+05,3.7624e+06,1
4.5708e+05,3.7583e+06,1
4.6839e+05,3.7596e+06,1
4.5585e+05,3.7584e+06,1
4.5726e+05,3.7583e+06,1
4.6513e+05,3.762e+06,1
4.5578e+05,3.7584e+06,1
4.6598e+05,3.7642e+06,1
4.6e+05,3.7588e+06,1
4.5683e+05,3.7583e+06,1
4.6176e+05,3.7595e+06,1
4.6465e+05,3.7627e+06,1
4.5827e+05,3.7587e+06,1
4.6243e+05,3.7595e+06,1
4.6441e+05,3.7626e+06,1
4.514e+05,3.7581e+06,1
4.6446e+05,3.7627e+06,1
4.6399e+05,3.7619e+06,1
4.5654e+05,3.7583e+06,1
4.654e+05,3.7618e+06,1
4.5259e+05,3.7592e+06,1
4.6449e+05,3.7654e+06,1
4.7479e+05,3.748e+06,1
4.5984e+05,3.7587e+06,1
4.5227e+05,3.7589e+06,1
4.654e+05,3.7635e+06,1
4.647e+05,3.7629e+06,1
4.513e+05,3.7581e+06,1
4.6495e+05,3.7618e+06,1
4.6454e+05,3.7627e+06,1
4.7438e+05,3.7494e+06,1
4.536e+05,3.759e+06,1
4.6548e+05,3.7638e+06,1
4.6909e+05,3.7583e+06,1
4.642e+05,3.762e+06,1
4.59e+05,3.7587e+06,1
4.6477e+05,3.7628e+06,1
4.6122e+05,3.7523e+06,1
4.6818e+05,3.7567e+06,1
4.685e+05,3.7536e+06,1
4.7183e+05,3.7559e+06,1
4.6774e+05,3.7628e+06,1
4.6175e+05,3.7583e+06,1
4.6874e+05,3.7476e+06,1
4.6842e+05,3.752e+06,1
4.6457e+05,3.7496e+06,1
4.6456e+05,3.7603e+06,1
4.5709e+05,3.7567e+06,1
4.5558e+05,3.7511e+06,1
4.6576e+05,3.7631e+06,1
4.6514e+05,3.7579e+06,1
4.662e+05,3.76e+06,1
4.6355e+05,3.7585e+06,1
4.6826e+05,3.7607e+06,1
4.7372e+05,3.7536e+06,1
4.6301e+05,3.7547e+06,1
4.6517e+05,3.7586e+06,1
4.5922e+05,3.7561e+06,1
4.5707e+05,3.7595e+06,1
4.6892e+05,3.764e+06,1
4.6394e+05,3.7586e+06,1
4.5675e+05,3.7569e+06,1
4.7442e+05,3.7505e+06,1
4.6167e+05,3.7531e+06,1
4.6041e+05,3.7579e+06,1
4.6689e+05,3.7594e+06,1
4.5831e+05,3.7513e+06,1
4.5552e+05,3.7562e+06,1
4.5384e+05,3.7495e+06,1
4.7068e+05,3.7571e+06,1
4.5576e+05,3.7551e+06,1
4.7441e+05,3.7502e+06,1
4.6353e+05,3.7587e+06,1
4.7122e+05,3.757e+06,1
4.7172e+05,3.7527e+06,1
4.6021e+05,3.7556e+06,1
4.6579e+05,3.762e+06,1
4.6455e+05,3.7611e+06,1
4.7031e+05,3.7511e+06,1
4.5961e+05,3.7527e+06,1
4.5796e+05,3.7586e+06,1
4.5293e+05,3.7567e+06,1
4.6681e+05,3.7564e+06,1
4.54e+05,3.7516e+06,1
4.6967e+05,3.7542e+06,1
4.5277e+05,3.7567e+06,1
4.6337e+05,3.7552e+06,1
4.5753e+05,3.7556e+06,1
4.7411e+05,3.7517e+06,1
4.6589e+05,3.7562e+06,1
4.5533e+05,3.7594e+06,1
4.5505e+05,3.7507e+06,1
4.5937e+05,3.7528e+06,1
4.6582e+05,3.7606e+06,1
4.687e+05,3.7486e+06,1
4.6261e+05,3.7551e+06,1
4.5149e+05,3.7576e+06,1
4.6376e+05,3.7571e+06,1
4.644e+05,3.7575e+06,1
4.652e+05,3.7574e+06,1
4.6564e+05,3.7554e+06,1
4.5506e+05,3.753e+06,1
4.6938e+05,3.7519e+06,1
4.5576e+05,3.7507e+06,1
4.6367e+05,3.7568e+06,1
4.6255e+05,3.7499e+06,1
4.6476e+05,3.7607e+06,1
4.6734e+05,3.7594e+06,1
4.6627e+05,3.7624e+06,1
4.6887e+05,3.76e+06,1
4.6114e+05,3.7572e+06,1
4.687e+05,3.749e+06,1
4.6541e+05,3.7613e+06,1
4.5153e+05,3.7521e+06,1
4.6367e+05,3.7554e+06,1
4.676e+05,3.7621e+06,1
4.6453e+05,3.7501e+06,1
4.6726e+05,3.7495e+06,1
4.6356e+05,3.7488e+06,1
4.6362e+05,3.7503e+06,1
4.5447e+05,3.7569e+06,1
4.653e+05,3.7596e+06,1
4.5653e+05,3.7556e+06,1
4.5664e+05,3.7593e+06,1
4.6983e+05,3.7493e+06,1
4.5586e+05,3.7591e+06,1
4.6781e+05,3.7545e+06,1
4.5503e+05,3.7592e+06,1
4.6796e+05,3.751e+06,1
4.7043e+05,3.7606e+06,1
4.6482e+05,3.7554e+06,1
4.7213e+05,3.7504e+06,1
4.572e+05,3.7525e+06,1
4.5498e+05,3.7536e+06,1
4.5809e+05,3.7537e+06,1
4.643e+05,3.7559e+06,1
4.6391e+05,3.7593e+06,1
4.6946e+05,3.7569e+06,1
4.6183e+05,3.7514e+06,1
4.6078e+05,3.7561e+06,1
4.6521e+05,3.7561e+06,1
4.6633e+05,3.7617e+06,1
4.6949e+05,3.7576e+06,1
4.6682e+05,3.7612e+06,1
4.6804e+05,3.7608e+06,1
4.7135e+05,3.7597e+06,1
4.5734e+05,3.7549e+06,1
4.606e+05,3.7571e+06,1
4.5912e+05,3.753e+06,1
4.5649e+05,3.7553e+06,1
4.649e+05,3.7588e+06,1
4.6585e+05,3.7599e+06,1
4.5877e+05,3.7578e+06,1
4.6004e+05,3.7578e+06,1
4.6389e+05,3.7601e+06,1
4.6555e+05,3.7612e+06,1
4.6801e+05,3.7615e+06,1
4.5581e+05,3.7589e+06,1
4.6855e+05,3.7544e+06,1
4.6551e+05,3.7564e+06,1
4.6663e+05,3.7602e+06,1
4.6672e+05,3.7598e+06,1
4.6552e+05,3.7561e+06,1
4.6273e+05,3.7562e+06,1
4.6809e+05,3.7563e+06,1
4.5366e+05,3.7497e+06,1
4.5351e+05,3.7518e+06,1
4.6506e+05,3.7566e+06,1
