ID,X_begin,Y_begin,Z_begin,X_end,Y_end,Z_end,dCL,sigmaz0,NumLanes,Emis_g_m_s,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom,KPH,FRC,LANES,TruckRoute,METERS,NetworkID,hist_rel_10,hist_rel_22,FFS
173,680106.102,4164408.396,27.7,680113.7844,4164408.452,27.9,0,2,1,9.29058060381756e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,680113.7844,4164408.452,27.9,680127.1116,4164408.853,28,0,2,1,5.13739166910622e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,680127.1116,4164408.853,28,680134.083,4164409.115,28,0,2,1,7.58280543114084e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,680134.083,4164409.115,28,680145.9047,4164409.706,27.9,0,2,1,9.79990987546676e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,680145.9047,4164409.706,27.9,680152.0791,4164410.062,27.9,0,2,1,2.19895961991385e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,680152.0791,4164410.062,27.9,680161.0071,4164409.701,28.2,0,2,1,9.42928108796283e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,680161.0071,4164409.701,28.2,680165.6022,4164409.579,28.4,0,2,1,1.11494289478744e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,680165.6022,4164409.579,28.4,680171.2615,4164409.258,28.3,0,2,1,1.05480871732271e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,680171.2615,4164409.258,28.3,680174.2677,4164409.101,28.3,0,2,1,2.26224895143216e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,680174.2677,4164409.101,28.3,680177.7177,4164408.843,28.2,0,2,1,4.27613241075908e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,680177.7177,4164408.843,28.2,680179.5739,4164408.773,28.2,0,2,1,6.6216364879303e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,680179.5739,4164408.773,28.2,680182.0505,4164408.605,28.5,0,2,1,3.12760915269254e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,680182.0505,4164408.605,28.5,680183.2887,4164408.52,28.7,0,2,1,1.01818746750242e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,680183.2887,4164408.52,28.7,680185.2332,4164408.452,28.8,0,2,1,6.82660054131893e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,680185.2332,4164408.452,28.8,680186.2067,4164408.362,28.9,0,2,1,9.93197496723863e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,680186.2067,4164408.362,28.9,680187.3518,4164408.498,28.9,0,2,1,8.67145493135084e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,680187.3518,4164408.498,28.9,680187.9673,4164408.622,28.9,0,2,1,1.54786368337174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,680187.9673,4164408.622,28.9,680188.7618,4164408.64,28.8,0,2,1,9.57629030579747e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,680188.7618,4164408.64,28.8,680189.2032,4164408.649,28.7,0,2,1,1.91310726028491e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,680189.2032,4164408.649,28.7,680189.6422,4164408.77,28.6,0,2,1,2.07691974847103e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,680189.6422,4164408.77,28.6,680189.9046,4164408.886,28.5,0,2,1,3.16329038468432e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,680189.9046,4164408.886,28.5,680190.1694,4164408.892,28.4,0,2,1,2.85727378819496e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,680190.1694,4164408.892,28.4,680190.346,4164408.896,28.4,0,2,1,4.34897919180507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,680190.346,4164408.896,28.4,680191.0522,4164408.911,28.3,0,2,1,2.66324294731111e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,680191.0522,4164408.911,28.3,680191.4053,4164408.919,28.3,0,2,1,8.43747279410513e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,680191.4053,4164408.919,28.3,680194.848,4164408.994,28.7,0,2,1,6.83643213201159e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,680194.848,4164408.994,28.7,680199.1711,4164409.199,28.9,0,2,1,8.3091471869532e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,680199.1711,4164409.199,28.9,680202.8763,4164409.391,29,0,2,1,9.18774803108857e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
