ID,X_begin,Y_begin,Z_begin,X_end,Y_end,Z_end,dCL,sigmaz0,NumLanes,Emis_g_m_s,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom,KPH,FRC,LANES,TruckRoute,METERS,NetworkID,hist_rel_10,hist_rel_22,FFS
170,625007.1378,4270426.36,11.8,625017.3845,4270428.629,11.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,625017.3845,4270428.629,11.8,625028.5877,4270431.024,11.7,0,2,1,5.23707770257686e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,625028.5877,4270431.024,11.7,625040.5784,4270433.21,11.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,625040.5784,4270433.21,11.7,625052.9175,4270435.4,11.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,625052.9175,4270435.4,11.6,625066.3055,4270437.386,11.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,625066.3055,4270437.386,11.6,625080.218,4270439.268,11.5,0,2,1,8.54728549975729e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,625080.218,4270439.268,11.5,625095.3569,4270440.726,11.7,0,2,1,5.2595980741908e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,625095.3569,4270440.726,11.7,625111.198,4270441.861,11.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,625111.198,4270441.861,11.9,625128.1768,4270442.682,12.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,625128.1768,4270442.682,12.3,625145.8577,4270443.18,12.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,625145.8577,4270443.18,12.7,625163.8819,4270444.017,12.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,625163.8819,4270444.017,12.8,625182.0803,4270444.857,12.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,625182.0803,4270444.857,12.9,625200.9738,4270445.818,12.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,625200.9738,4270445.818,12.7,625220.1288,4270446.784,12.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,625220.1288,4270446.784,12.4,625239.6356,4270447.533,11.8,0,2,1,2.56010474523151e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,625239.6356,4270447.533,11.8,625259.2296,4270448.284,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,625259.2296,4270448.284,11,625278.7434,4270448.589,10.4,0,2,1,1.02430651184171e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,625278.7434,4270448.589,10.4,625298.1718,4270448.782,10,0,2,1,2.05830201485738e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,625298.1718,4270448.782,10,625317.8615,4270448.98,9.7,0,2,1,2.03117477821909e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,625317.8615,4270448.98,9.7,625337.5513,4270449.177,9.5,0,2,1,2.53913196946047e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,625337.5513,4270449.177,9.5,625357.5024,4270449.378,9.1,0,2,1,1.50329692784631e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,625357.5024,4270449.378,9.1,625377.4518,4270449.691,8.6,0,2,1,1.00210015289859e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,625377.4518,4270449.691,8.6,625397.5754,4270450.006,8.2,0,2,1,9.93539590284422e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,625397.5754,4270450.006,8.2,625417.7844,4270450.434,7.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,625417.7844,4270450.434,7.8,625438.0822,4270450.752,7.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,625438.0822,4270450.752,7.5,625458.556,4270450.962,7.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,625458.556,4270450.962,7.2,625479.1152,4270451.284,6.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,625479.1152,4270451.284,6.9,625499.6744,4270451.607,6.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,625499.6744,4270451.607,6.6,625520.1464,4270451.928,6.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,625520.1464,4270451.928,6.3,625540.6185,4270452.249,6.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,625540.6185,4270452.249,6.1,625560.9164,4270452.567,5.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,625560.9164,4270452.567,5.9,625581.1271,4270452.884,5.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,625581.1271,4270452.884,5.8,625600.9911,4270453.085,5.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,625600.9911,4270453.085,5.7,625620.6809,4270453.283,5.7,0,2,1,5.07852122840842e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,625620.6809,4270453.283,5.7,625640.1197,4270452.811,5.8,0,2,1,1.02854911164177e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,625640.1197,4270452.811,5.8,625659.3914,4270451.893,5.9,0,2,1,1.55490706002783e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,625659.3914,4270451.893,5.9,625678.501,4270450.195,6,0,2,1,1.04247332057712e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,625678.501,4270450.195,6,625697.4433,4270448.051,6,0,2,1,1.04913330798424e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,625697.4433,4270448.051,6,625716.14,4270444.903,6.1,0,2,1,1.05485148224621e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,625716.14,4270444.903,6.1,625734.5841,4270441.197,6.2,0,2,1,1.06309243536847e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,625734.5841,4270441.197,6.2,625752.523,4270436.373,6.4,0,2,1,1.07658556643704e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,625752.523,4270436.373,6.4,625770.2946,4270431.102,6.6,0,2,1,1.07887605902905e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,625770.2946,4270431.102,6.6,625787.7317,4270424.939,6.8,0,2,1,1.62200790411913e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,625787.7317,4270424.939,6.8,625805.0034,4270418.217,7,0,2,1,1.61860334110289e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,625805.0034,4270418.217,7,625821.7646,4270410.711,7.2,0,2,1,1.63341919483002e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,625821.7646,4270410.711,7.2,625838.2732,4270402.645,7.4,0,2,1,1.08846249419231e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,625838.2732,4270402.645,7.4,625854.1808,4270394.016,7.4,0,2,1,1.10511936694599e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,625854.1808,4270394.016,7.4,625869.8323,4270385.049,7.3,0,2,1,1.10875040164206e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,625869.8323,4270385.049,7.3,625884.9733,4270375.297,7.1,0,2,1,1.1104479799556e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,625884.9733,4270375.297,7.1,625899.9489,4270364.988,6.7,0,2,1,5.49891369867204e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,625899.9489,4270364.988,6.7,625914.6789,4270353.676,6.4,0,2,1,1.07672334076777e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,625914.6789,4270353.676,6.4,625929.4177,4270341.809,6.2,0,2,1,5.28446452472618e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,625929.4177,4270341.809,6.2,625944.0711,4270329.83,6,0,2,1,5.28320795812404e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,625944.0711,4270329.83,6,625958.8134,4270317.741,5.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,625958.8134,4270317.741,5.9,625963.8455,4270313.602,5.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,625963.8455,4270313.602,5.8,625983.8743,4270297.823,5.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,625983.8743,4270297.823,5.3,626004.4328,4270281.608,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,626004.4328,4270281.608,5,626019.8758,4270269.308,4.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,626019.8758,4270269.308,4.8,626035.3223,4270256.786,4.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,626035.3223,4270256.786,4.7,626050.6817,4270244.263,4.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,626050.6817,4270244.263,4.7,626065.8599,4270232.182,4.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,626065.8599,4270232.182,4.6,626080.8623,4270220.208,4.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,626080.8623,4270220.208,4.5,626094.9829,4270208.887,4.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,626094.9829,4270208.887,4.4,626108.6628,4270197.891,4.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,626108.6628,4270197.891,4.3,626121.2833,4270187.767,4.3,0,2,1,6.18070339441826e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,626121.2833,4270187.767,4.3,626133.4613,4270178.08,4.3,0,2,1,1.92791634408021e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,626133.4613,4270178.08,4.3,626144.6705,4270169.044,4.4,0,2,1,2.08358874658719e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,626144.6705,4270169.044,4.4,626155.526,4270160.335,4.5,0,2,1,2.1555716281363e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,626155.526,4270160.335,4.5,626165.2332,4270152.608,4.7,0,2,1,1.61169550567853e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,626165.2332,4270152.608,4.7,626174.3219,4270145.425,4.8,0,2,1,1.72642218105837e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,626174.3219,4270145.425,4.8,626182.4418,4270138.893,4.8,0,2,1,9.5959609326091e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,626182.4418,4270138.893,4.8,626190.032,4270132.797,4.8,0,2,1,1.0271941256704e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,626190.032,4270132.797,4.8,626196.568,4270127.239,4.4,0,2,1,1.16429045269837e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,626196.568,4270127.239,4.4,626202.665,4270121.896,3.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,626202.665,4270121.896,3.7,626208.051,4270117.43,3.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,626208.051,4270117.43,3.5,626212.9926,4270113.512,3.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,626212.9926,4270113.512,3.4,626217.4046,4270110.03,3.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,626217.4046,4270110.03,3.4,626221.4663,4270106.653,3.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,626221.4663,4270106.653,3.5,626224.9931,4270104.045,3.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,626224.9931,4270104.045,3.4,626228.255,4270101.654,3.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,626228.255,4270101.654,3.3,626230.8147,4270099.585,3.2,0,2,1,3.03711218612613e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,626230.8147,4270099.585,3.2,626232.937,4270097.621,3.1,0,2,1,3.45574392249703e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,626232.937,4270097.621,3.1,626234.4408,4270096.202,3,0,2,1,4.8304889713133e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,626234.4408,4270096.202,3,626235.678,4270095.111,2.9,0,2,1,6.05258160660373e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,626235.678,4270095.111,2.9,626236.5649,4270094.126,2.8,0,2,1,7.52307045285439e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,626236.5649,4270094.126,2.8,626237.187,4270093.359,2.6,0,2,1,9.92312813611224e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,626237.187,4270093.359,2.6,626237.6296,4270092.922,2.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,626237.6296,4270092.922,2.5,626237.9834,4270092.595,2.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,626237.9834,4270092.595,2.5,626238.25,4270092.266,2.6,0,2,1,2.29910381967706e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,626238.25,4270092.266,2.6,626238.4277,4270092.047,2.7,0,2,1,3.3400753422131e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,626238.4277,4270092.047,2.7,626238.8685,4270091.721,2.8,0,2,1,1.7941733613659e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,626238.8685,4270091.721,2.8,626239.4854,4270091.286,2.9,0,2,1,1.3141149661468e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,626239.4854,4270091.286,2.9,626239.9262,4270090.96,3,0,2,1,1.79417325191794e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,626239.9262,4270090.96,3,626240.3688,4270090.523,3.1,0,2,1,1.5873553154996e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,626240.3688,4270090.523,3.1,626240.6319,4270090.416,3.1,0,2,1,3.521420117178e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,626240.6319,4270090.416,3.1,626240.7208,4270090.307,3.1,0,2,1,7.08716297634311e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,626240.7208,4270090.307,3.1,626240.6337,4270090.305,3.1,0,2,1,1.14770835523304e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,626240.6337,4270090.305,3.1,626240.5466,4270090.304,3.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,626240.5466,4270090.304,3.2,626240.5466,4270090.304,3.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,626240.5466,4270090.304,3.3,626240.5448,4270090.415,3.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,626240.5448,4270090.415,3.4,626240.5448,4270090.415,3.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,626240.5448,4270090.415,3.5,626240.4577,4270090.414,3.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,626240.4577,4270090.414,3.6,626240.3706,4270090.412,3.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,626240.3706,4270090.412,3.6,626240.2835,4270090.411,3.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,626240.2835,4270090.411,3.6,626240.3706,4270090.412,3.6,0,2,1,1.14770836840539e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,626240.3706,4270090.412,3.6,626240.4594,4270090.303,3.6,0,2,1,1.41743258522305e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,626240.4594,4270090.303,3.6,626241.3411,4270089.651,3.6,0,2,1,2.73565086945163e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,626241.3411,4270089.651,3.6,626242.6654,4270088.561,3.7,0,2,1,1.74670170215691e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,626242.6654,4270088.561,3.7,626244.4323,4270087.035,3.8,0,2,1,8.55849154460597e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,626244.4323,4270087.035,3.8,626246.377,4270085.29,4,0,2,1,7.63176790672842e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,626246.377,4270085.29,4,626249.2922,4270082.783,4.3,0,2,1,2.59295919812882e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,626249.2922,4270082.783,4.3,626252.5628,4270079.838,4.6,0,2,1,2.26673229231419e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,626252.5628,4270079.838,4.6,626256.6228,4270076.572,4.9,0,2,1,7.66403789368576e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,626256.6228,4270076.572,4.9,626261.0366,4270072.978,5.1,0,2,1,1.40473936920967e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,626261.0366,4270072.978,5.1,626266.4191,4270068.734,5.3,0,2,1,8.74968527965361e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,626266.4191,4270068.734,5.3,626272.2426,4270064.164,5.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,626272.2426,4270064.164,5.4,626278.5086,4270059.157,5.6,0,2,1,4.98545812471571e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,626278.5086,4270059.157,5.6,626285.0412,4270053.821,5.7,0,2,1,2.37094547308634e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,626285.0412,4270053.821,5.7,626291.1295,4270049.034,5.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,626291.1295,4270049.034,5.8,626296.953,4270044.463,5.9,0,2,1,2.70152117306893e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,626296.953,4270044.463,5.9,626301.717,4270040.765,5.7,0,2,1,3.31420694397633e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,626301.717,4270040.765,5.7,626305.953,4270037.391,5.5,0,2,1,1.84526213713651e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,626305.953,4270037.391,5.5,626309.2203,4270034.667,5.2,0,2,1,2.34521965498255e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,626309.2203,4270034.667,5.2,626312.1337,4270032.271,4.9,0,2,1,2.64265929790367e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,626312.1337,4270032.271,4.9,626314.2509,4270030.64,4.7,0,2,1,3.73084314735292e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,626314.2509,4270030.64,4.7,626316.0143,4270029.335,4.6,0,2,1,4.55466356381608e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,626316.0143,4270029.335,4.6,626316.9796,4270028.907,4.5,0,2,1,1.88504211120456e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,626316.9796,4270028.907,4.5,626317.5023,4270028.915,4.4,0,2,1,3.75753847231855e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,626317.5023,4270028.915,4.4,626317.5895,4270028.916,4.4,0,2,1,2.29539826933168e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,626317.5895,4270028.916,4.4,626317.4152,4270028.914,4.5,0,2,1,9.95442089668667e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,626317.4152,4270028.914,4.5,626317.3281,4270028.912,4.5,0,2,1,2.29539826933168e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,626317.3281,4270028.912,4.5,626317.3264,4270029.023,4.5,0,2,1,1.80205028992556e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,626317.3264,4270029.023,4.5,626317.3246,4270029.134,4.6,0,2,1,1.3387707865836e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,626317.3246,4270029.134,4.6,626317.3229,4270029.245,4.6,0,2,1,1.80205028992556e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,626317.3229,4270029.245,4.6,626317.234,4270029.355,4.6,0,2,1,1.41742814509251e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,626317.234,4270029.355,4.6,626317.234,4270029.355,4.7,0,2,1,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,626317.234,4270029.355,4.7,626317.2322,4270029.466,4.7,0,2,1,1.80205030616249e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,626317.2322,4270029.466,4.7,626317.2305,4270029.577,4.8,0,2,1,1.3387707865836e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,626317.2305,4270029.577,4.8,626317.1399,4270029.797,4.8,0,2,1,8.3872230235445e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,626317.1399,4270029.797,4.8,626317.051,4270029.907,4.8,0,2,1,1.41742818527456e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,626317.051,4270029.907,4.8,626316.9604,4270030.127,4.8,0,2,1,8.38722312906277e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,626316.9604,4270030.127,4.8,626316.8697,4270030.348,4.9,0,2,1,7.73463258350801e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,626316.8697,4270030.348,4.9,626316.868,4270030.459,4.9,0,2,1,1.80205028992556e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,626316.868,4270030.459,4.9,626316.8662,4270030.57,4.9,0,2,1,1.80205030616249e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,626316.8662,4270030.57,4.9,626316.8662,4270030.57,5,0,2,1,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,626316.8662,4270030.57,5,626316.8645,4270030.681,5,0,2,1,9.01025128725856e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,626316.8645,4270030.681,5,626316.7756,4270030.79,5,0,2,1,7.08714137842093e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,626316.7756,4270030.79,5,626316.7756,4270030.79,4.9,0,2,1,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,626316.7756,4270030.79,4.9,626316.7756,4270030.79,5,0,2,1,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,626316.7756,4270030.79,5,626316.7774,4270030.68,5,0,2,1,9.01025153081245e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,626316.7774,4270030.68,5,626316.8662,4270030.57,5,0,2,1,1.41742824554764e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,626316.8662,4270030.57,5,626317.8351,4270029.919,5,0,2,1,2.57055216076489e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,626317.8351,4270029.919,5,626319.2447,4270028.942,5.1,0,2,1,1.16420380148003e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,626319.2447,4270028.942,5.1,626321.5414,4270026.981,5.3,0,2,1,6.60712166527205e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,626321.5414,4270026.981,5.3,626324.2841,4270024.36,5.6,0,2,1,7.88364774468048e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,626324.2841,4270024.36,5.6,626327.7274,4270021.528,5.9,0,2,1,6.71427923813958e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,626327.7274,4270021.528,5.9,626331.4355,4270018.479,6.1,0,2,1,2.08112415760631e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,626331.4355,4270018.479,6.1,626335.6715,4270015.105,6.3,0,2,1,5.53577661117789e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,626335.6715,4270015.105,6.3,626339.9965,4270011.621,6.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,626339.9965,4270011.621,6.5,626345.0078,4270008.814,6.8,0,2,1,3.47720766025356e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,626345.0078,4270008.814,6.8,626350.2754,4270006.345,7.1,0,2,1,5.1497617076428e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,626350.2754,4270006.345,7.1,626356.2065,4270005.994,7.3,0,2,1,5.0463513341558e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,626356.2065,4270005.994,7.3,626362.3833,4270006.647,7.4,0,2,1,3.21959931495085e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,626362.3833,4270006.647,7.4,626368.0965,4270009.068,7.5,0,2,1,3.22278670410978e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,626368.0965,4270009.068,7.5,626373.6231,4270012.263,7.6,0,2,1,4.69880670112129e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,626373.6231,4270012.263,7.6,626378.437,4270016.446,7.8,0,2,1,3.13455205172659e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,626378.437,4270016.446,7.8,626382.8954,4270021.067,8.1,0,2,1,4.66680111316218e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,626382.8954,4270021.067,8.1,626386.92,4270025.571,8.3,0,2,1,4.96438010444409e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,626386.92,4270025.571,8.3,626390.6832,4270030.07,8.4,0,2,1,3.40918474031496e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,626390.6832,4270030.07,8.4,626393.671,4270034.002,8.6,0,2,1,2.02323857062987e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,626393.671,4270034.002,8.6,626396.3139,4270037.707,8.7,0,2,1,2.19689643912789e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,626396.3139,4270037.707,8.7,626398.3592,4270040.625,8.8,0,2,1,2.80501165541949e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,626398.3592,4270040.625,8.8,626400.0631,4270043.094,8.9,0,2,1,3.33177339369863e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,626400.0631,4270043.094,8.9,626401.253,4270045,9,0,2,1,4.44652014130957e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
